ufn,semsp_id,date_processed,cwt,adipose,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,fish_lab_qc_data,fish_lab_qc_flag,fish_lab_flag_reason,fish_lab_qc_log
U10500,NA,2018-01-29,none,none,13.9,103,108,NA,NA,NA,CVJ,full work-up 2,KDB,N,NA,NA
U10493,NA,2018-01-29,none,none,17.7,115,121,NA,NA,NA,CVJ,full work-up 2,KDB,N,NA,NA
U10494,NA,2018-01-29,none,none,17.1,112,118,NA,NA,NA,CVJ,full work-up 2,KDB,N,NA,NA
U10742,NA,2018-01-29,none,none,23.3,128,134,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10741,NA,2018-01-29,none,none,19.9,113,118,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12422,NA,2018-01-29,none,none,12.4,103,109,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12423,NA,2018-01-29,none,none,4.8,76,NA,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12421,NA,2018-01-29,none,none,10.6,99,104,NA,NA,Lots of scales missing,KDB,full work-up 2,CVJ,N,NA,NA
U10411,NA,2018-01-29,none,none,8.2,87,94,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12952,NA,2018-01-29,none,none,15.2,111,NA,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12951,NA,2018-01-29,none,none,20,122,128,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12954,NA,2018-01-29,none,none,25.5,129,134,NA,NA,"cuts on left, large one on tail, scales missing on left too",KDB,full work-up 2,CVJ,N,NA,NA
U12557,NA,2018-01-18,none,none,21.3,118,125,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12553,NA,2018-01-18,none,none,19.2,112,119,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12554,NA,2018-01-18,none,none,15.3,108,113,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12552,NA,2018-01-18,none,none,20.7,123,NA,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12551,NA,2018-01-18,none,none,16.6,112,118,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12556,NA,2018-01-18,none,none,13.9,103,NA,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12555,NA,2018-01-18,none,none,23.5,121,127,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12903,NA,2018-01-18,none,none,6.8,82,88,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12906,NA,2018-01-18,none,none,5.1,80,85,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U11062,NA,2018-01-30,none,none,16.1,106,112,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U11061,NA,2018-01-30,none,none,9.7,98,103,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U11067,NA,2018-01-30,none,none,19.5,118,124,NA,NA,anisakis,KDB,full work-up 2,CVJ,N,NA,NA
U11063,NA,2018-01-30,none,none,13.1,103,108,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U11069,NA,2018-01-30,none,none,16.3,109,115,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U11070,NA,2018-01-30,none,none,18.8,114,NA,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U11068,NA,2018-01-30,none,none,15.9,110,116,NA,NA,anisakis,KDB,full work-up 2,CVJ,N,NA,NA
U11066,NA,2018-01-30,none,none,17,114,120,NA,NA,"scales and cuts on left side, large chunk out of belly",KDB,full work-up 2,CVJ,N,NA,NA
U11064,NA,2018-01-30,none,none,12.6,106,112,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U11065,NA,2018-01-30,none,none,18,114,120,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U11060,NA,2018-02-02,none,none,18.1,111,117,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U11054,NA,2018-02-02,none,none,14,102,108,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U11053,NA,2018-02-02,none,none,17.8,111,117,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U11059,NA,2018-02-02,none,none,16.9,111,116,NA,NA,"anisakis, brusing in the tissue of the tail",KDB,full work-up 2,JG,N,NA,NA
U12615,NA,2018-02-03,none,none,34.4,134,143,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12612,NA,2018-02-03,none,none,24.1,123,128,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12613,NA,2018-02-03,none,none,23.6,122,130,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12618,NA,2018-02-03,none,none,27.9,130,137,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12620,NA,2018-02-03,none,none,28.8,134,NA,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12611,NA,2018-02-03,none,none,21,117,NA,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12616,NA,2018-02-03,none,none,14.5,102,115,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12617,NA,2018-02-03,none,none,21.5,115,122,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12619,NA,2018-02-03,none,none,15.5,108,114,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U12614,NA,2018-02-04,none,none,16.8,109,115,NA,NA,NA,KDB,full work-up 2,JG,N,NA,NA
U10781,NA,2018-02-08,none,none,16.9,114,118,NA,NA,NA,JG,full work-up 3,MF,N,NA,NA
U10782,NA,2018-02-08,none,none,21.4,125,NA,NA,NA,NA,JG,full work-up 3,MF,N,NA,NA
U10701,NA,2018-02-08,none,none,22.3,125,NA,NA,NA,NA,JG,full work-up 3,MF,N,NA,NA
U10623,NA,2018-02-09,none,none,13.2,106,NA,NA,NA,NA,JG,full work-up 3,MF,N,NA,NA
U10621,NA,2018-02-09,none,none,16.5,107,112,NA,NA,NA,JG,full work-up 3,MF,N,NA,NA
U10622,NA,2018-02-09,none,none,12.3,101,106,NA,NA,NA,JG,full work-up 3,MF,N,NA,NA
U10301,NA,2018-02-09,none,none,18.2,123,NA,NA,NA,NA,JG,full work-up 3,MF,N,NA,NA
U10593,NA,2018-02-12,none,none,7.5,88,92,NA,NA,NA,JG,full work-up 3,MF,N,NA,NA
U10592,NA,2018-02-12,none,none,13.1,NA,NA,NA,Spine broken & sampled carcass tissue before remembering to take length,NA,JG,full work-up 3,MF,N,NA,NA
U10591,NA,2018-02-12,none,none,9.3,99,104,NA,NA,NA,JG,full work-up 3,MF,N,NA,NA
U10594,NA,2018-02-12,none,none,8.2,91,94,NA,NA,NA,JG,full work-up 3,MF,N,NA,NA
U10595,NA,2018-02-12,none,none,7,87,91,NA,NA,NA,JG,full work-up 3,MF,N,NA,NA
U10752,NA,2018-02-12,none,none,10.5,102,NA,NA,NA,NA,JG,full work-up 3,MF,N,NA,NA
U10751,NA,2018-02-12,none,none,8.9,97,101,NA,NA,NA,JG,full work-up 3,MF,N,NA,NA
U11311,NA,2018-02-12,none,none,4.9,79,NA,NA,NA,NA,JG,full work-up 3,MF,N,NA,NA
U10961,NA,2018-02-13,none,none,NA,103,108,NA,No weight taken,NA,CVJ,full work-up 2,MF,Y,No weight,NA
U10962,NA,2018-02-13,none,none,11.4,94,100,NA,Sea lice intermethod comparison,NA,CVJ,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10964,NA,2018-02-13,none,none,11.6,94,98,NA,Sea lice intermethod comparison,NA,CVJ,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10969,NA,2018-02-13,none,none,9.8,85,88,NA,Sea lice intermethod comparison,"Large lesion just posterior of the head, on dorsal side.",CVJ,full work-up 2,MF,Y,Condition factor falls outside of expected range,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10970,NA,2018-02-13,none,none,10.5,89,94,NA,Sea lice intermethod comparison,NA,CVJ,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10409,NA,2018-02-13,none,none,8.1,87,92,NA,Sea lice intermethod comparison. Scales mixed with U12953,NA,JG,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10406,NA,2018-02-13,none,none,9.6,93,99,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10410,NA,2018-02-13,none,none,8,87,92,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10404,NA,2018-02-13,none,none,8.4,88,91,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10407,NA,2018-02-13,none,none,8.1,82,87,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10403,NA,2018-02-13,none,none,5,73,NA,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10405,NA,2018-02-13,none,none,8.4,89,94,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10725,NA,2018-02-13,none,none,16.2,107,114,NA,Sea lice intermethod comparison,NA,KDB,full work-up 2,CVJ,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10724,NA,2018-02-13,none,none,24,123,129,NA,Sea lice intermethod comparison,hemorrhaging pelvus and anal fins,KDB,full work-up 2,CVJ,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10729,NA,2018-02-13,none,none,19.9,115,120,NA,Sea lice intermethod comparison,NA,KDB,full work-up 2,CVJ,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10726,NA,2018-02-13,none,none,16.5,106,NA,NA,Sea lice intermethod comparison,anisakis,KDB,full work-up 2,CVJ,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10728,NA,2018-02-13,none,none,7.1,81,85,NA,Sea lice intermethod comparison,NA,KDB,full work-up 2,CVJ,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10723,NA,2018-02-13,none,none,18.3,113,119,NA,Sea lice intermethod comparison,NA,KDB,full work-up 2,CVJ,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10495,NA,2018-02-05,none,none,13.6,103,109,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12699,NA,2018-02-06,none,none,17.5,114,121,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12700,NA,2018-02-06,none,none,23.6,123,130,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12694,NA,2018-02-06,none,none,38.4,141,NA,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12696,NA,2018-02-06,none,none,36.9,139,148,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12697,NA,2018-02-06,none,none,40.1,145,NA,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12692,NA,2018-02-06,none,none,21,118,125,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12691,NA,2018-02-06,none,none,23.3,127,135,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10804,NA,2018-02-14,none,none,17.9,116,NA,NA,Sea lice intermethod comparison,Significant lesions on both sides,JG,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10802,NA,2018-02-14,none,none,18.4,116,NA,NA,Sea lice intermethod comparison,Anisakis on liver. White splotches on stomach,JG,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U12647,NA,2018-02-14,none,none,17.8,117,124,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U12649,NA,2018-02-14,none,none,18.2,119,125,NA,Sea lice intermethod comparison,Lesion on left side,JG,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U12643,NA,2018-02-14,none,none,18.7,115,121,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U12642,NA,2018-02-14,none,none,16.2,110,116,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U12641,NA,2018-02-14,none,none,16.9,108,114,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U12967,NA,2018-02-14,none,none,20.8,120,126,NA,Sea lice intermethod comparison,NA,KDB,full work-up 2,CVJ,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U12963,NA,2018-02-14,none,none,23.6,125,128,NA,Sea lice intermethod comparison,"large lesion on left, behind dorsal fin",KDB,full work-up 2,CVJ,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U12968,NA,2018-02-14,none,none,18.9,118,124,NA,Sea lice intermethod comparison,NA,KDB,full work-up 2,CVJ,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U12965,NA,2018-02-14,none,none,19.8,111,NA,NA,Sea lice intermethod comparison,NA,KDB,full work-up 2,CVJ,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U12962,NA,2018-02-14,none,none,19.2,115,121,NA,Sea lice intermethod comparison,anisakis,KDB,full work-up 2,CVJ,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U12565,NA,2018-02-14,none,none,14.4,103,108,NA,Sea lice intermethod comparison,NA,KDB,full work-up 2,CVJ,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U12570,NA,2018-02-14,none,none,11,91,96,NA,Sea lice intermethod comparison,NA,KDB,full work-up 2,CVJ,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10966,NA,2018-02-14,none,none,17.5,113,119,NA,Sea lice intermethod comparison,One predatory scar. Superficial lesions all over body. Rocinela propodialis found in bag.,CVJ,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG). Changed UFN from U10966 (incorrectly entered) 2018-02-22 JG/MF
U10163,NA,2018-02-14,none,none,41.7,145,152,NA,Sea lice intermethod comparison,Lesions behind right pectoral fin. Excess mucus,CVJ,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10170,NA,2018-02-14,none,none,32,130,138,NA,Sea lice intermethod comparison,Hemorraging under gills.,CVJ,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10248,NA,2018-02-14,none,none,36.1,144,151,NA,Sea lice intermethod comparison,NA,CVJ,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10246,NA,2018-02-14,none,none,17.1,110,116,NA,Sea lice intermethod comparison,NA,CVJ,full work-up 2,MF,N,NA,Subtracted 15 from SL & FL due to incorrect place of measurement on fish board (2018-02-14 JG)
U10243,NA,2018-02-15,none,none,15.6,103,NA,NA,Sea lice intermethod comparison,NA,CVJ,full work-up 2,MF,N,NA,NA
U10242,NA,2018-02-15,none,none,28.8,132,139,NA,Sea lice intermethod comparison,NA,CVJ,full work-up 2,MF,N,NA,NA
U12650,NA,2018-02-15,none,none,16.9,110,116,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,NA
U12648,NA,2018-02-15,none,none,16.1,112,117,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,NA
U12645,NA,2018-02-15,none,none,13.7,106,NA,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,NA
U12646,NA,2018-02-15,none,none,16.8,112,118,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,NA
U11128,NA,2018-02-15,none,none,17,112,118,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,NA
U11122,NA,2018-02-15,none,none,16.4,112,117,NA,Sea lice intermethod comparison,NA,JG,full work-up 3,MF,N,NA,NA
U11121,NA,2018-02-15,none,none,9.3,92,97,NA,Sea lice intermethod comparison,NA,JG,full work-up 3,MF,N,NA,NA
U11129,NA,2018-02-15,none,none,10,97,102,NA,Sea lice intermethod comparison,Flabellifera in bag,JG,full work-up 2,MF,N,NA,NA
U11123,NA,2018-02-16,none,none,21.6,118,124,NA,Sea lice intermethod comparison,NA,JG,full work-up 3,MF,N,NA,NA
U11125,NA,2018-02-16,none,none,20.1,120,126,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,NA
U10650,NA,2018-02-16,none,none,15.4,105,111,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,NA
U10642,NA,2018-02-16,none,none,21.1,115,121,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,NA
U10641,NA,2018-02-16,none,none,16.8,105,111,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,NA
U10648,NA,2018-02-16,none,none,17.3,110,116,NA,Sea lice intermethod comparison,NA,JG,full work-up 2,MF,N,NA,NA
U12567,NA,2018-02-15,none,none,19.9,117,123,NA,Sea lice intermethod comparison,White deposits around posterior end of stomach,KDB,full work-up 2,CVJ,N,NA,NA
U12563,NA,2018-02-15,none,none,14,104,109,NA,Sea lice intermethod comparison,White deposits around posterior end of stomach,KDB,full work-up 2,CVJ,N,NA,NA
U12569,NA,2018-02-15,none,none,12.3,102,NA,NA,Sea lice intermethod comparison,anisakis,KDB,full work-up 2,CVJ,N,NA,NA
U12566,NA,2018-02-15,none,none,11.5,98,104,NA,Sea lice intermethod comparison,muscle at tail end really bruised,KDB,full work-up 2,CVJ,N,NA,NA
U10090,NA,2018-02-15,none,none,17.6,116,NA,NA,Sea lice intermethod comparison,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10087,NA,2018-02-15,none,none,22,120,126,NA,Sea lice intermethod comparison,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10081,NA,2018-02-15,none,none,32.1,133,NA,NA,Sea lice intermethod comparison,NA,KDB,full work-up 3,CVJ,N,NA,NA
U10088,NA,2018-02-15,none,none,22.9,121,127,NA,Sea lice intermethod comparison,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10082,NA,2018-02-16,none,none,29.5,124,130,NA,Sea lice intermethod comparison,Spleen small,KDB,full work-up 3,CVJ,Y,Condition factor falls outside of expected range,NA
U10563,NA,2018-02-16,none,none,10.4,91,NA,NA,Sea lice intermethod comparison,NA,KDB,full work-up 3,CVJ,N,NA,NA
U10568,NA,2018-02-16,none,none,11,96,NA,NA,Sea lice intermethod comparison,anisakis,KDB,full work-up 2,CVJ,N,NA,NA
U10561,NA,2018-02-16,none,none,12.9,96,NA,NA,Sea lice intermethod comparison,lesions behind dorsal fin,KDB,full work-up 3,CVJ,N,NA,NA
U10567,NA,2018-02-16,none,none,23.1,117,123,NA,Sea lice intermethod comparison,"White deposits around posterior end of stomach , lesions behind dorsal fin",KDB,full work-up 2,CVJ,N,NA,NA
U10570,NA,2018-02-16,none,none,16.9,113,NA,NA,Sea lice intermethod comparison,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12803,NA,2018-02-16,none,none,19.1,107,NA,NA,Sea lice intermethod comparison,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12805,NA,2018-02-16,none,none,22.6,120,127,NA,Sea lice intermethod comparison,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12807,NA,2018-02-16,none,none,14.1,103,NA,NA,Sea lice intermethod comparison,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12698,NA,2018-02-17,none,none,20.5,121,NA,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12695,NA,2018-02-17,none,none,28.5,130,136,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U12693,NA,2018-02-17,none,none,40.1,145,NA,NA,NA,NA,KDB,full work-up 2,CVJ,N,NA,NA
U10132,NA,2018-02-17,cwt,ad,29.6,134,142,NA,NA,NA,KDB,full work-up 3,CVJ,N,NA,NA
U10131,NA,2018-02-17,none,none,25.9,123,130,NA,NA,anisakis,KDB,full work-up 3,CVJ,N,NA,NA
U10133,NA,2018-02-17,none,ad,30.5,133,140,NA,NA,NA,KDB,full work-up 3,CVJ,N,NA,NA
U10134,NA,2018-02-17,none,none,20.6,115,NA,NA,NA,"scales missing at lateral line on left side by tail, anisakis",KDB,full work-up 3,CVJ,N,NA,NA
U10129,NA,2018-02-19,none,none,12.1,115,119,NA,NA,NA,MF,full work-up 2,NA,N,NA,NA
U10125,NA,2018-02-21,none,none,15.6,na,NA,NA,forgot length before carcass cut up,NA,MF,full work-up 3,KDB,N,NA,NA
U10126,NA,2018-02-21,none,none,11.1,118,NA,NA,NA,NA,MF,full work-up 3,KDB,N,NA,NA
U10127,NA,2018-02-21,none,none,9.5,113,NA,NA,No otoliths taken,NA,MF,full work-up 3,KDB,N,NA,NA
U10130,NA,2018-02-21,none,none,16,124,129,NA,NA,NA,MF,full work-up 2,KDB,N,NA,NA
U10565,NA,2018-02-21,none,none,7.5,84,NA,NA,MF only took isotope samples. JG completed dissection 2018-02-23,NA,MF/JG,full work-up 3,KDB,N,NA,NA
U10566,NA,2018-02-21,none,none,12,100,105,NA,MF only took isotope samples. JG completed dissection 2018-02-23,NA,MF/JG,full work-up 3,KDB,N,NA,NA
U11167,NA,2018-02-19,none,none,10.4,95,NA,NA,NA,NA,KDB,full work-up 3,MF,N,NA,NA
U11168,NA,2018-02-20,none,none,8.5,83,87,NA,NA,NA,KDB,full work-up 3,MF,N,NA,NA
U11169,NA,2018-02-20,none,none,10.9,100,105,NA,NA,NA,KDB,full work-up 3,MF,N,NA,NA
U11163,NA,2018-02-20,none,none,14.3,108,112,NA,NA,NA,KDB,full work-up 2,MF,N,NA,NA
U11164,NA,2018-02-20,none,none,7.3,83,87,NA,NA,NA,KDB,full work-up 2,MF,N,NA,NA
U11161,NA,2018-02-20,none,none,5.6,79,83,NA,NA,NA,KDB,NA,MF,N,NA,NA
U11165,NA,2018-02-20,none,none,5.6,79,84,NA,NA,NA,KDB,NA,MF,N,NA,NA
U12808,NA,2018-02-19,none,none,18,114,NA,NA,Warmed to about -60C overnight as this fish was left in the styrofoam cooler with dry-ice overnight.,NA,CVJ,full work-up 2,MF,N,NA,NA
U10244,NA,2018-02-19,none,none,13.6,105,NA,NA,NA,NA,CVJ,full work-up 2,MF,N,NA,NA
U10963,NA,2018-02-19,none,none,10.9,95,101,NA,NA,NA,CVJ,full work-up 2,MF,N,NA,NA
U10481,NA,2018-02-20,none,none,20.3,121,128,NA,NA,NA,CVJ,full work-up 2,MF,N,NA,NA
U10482,NA,2018-02-20,none,none,17,114,119,NA,NA,NA,CVJ,full work-up 2,MF,N,NA,NA
U10483,NA,2018-02-20,none,none,13.9,109,114,NA,NA,NA,CVJ,full work-up 2,MF,N,NA,NA
U10484,NA,2018-02-20,none,none,17.6,117,123,NA,NA,NA,CVJ,full work-up 2,MF,N,NA,NA
U10602,NA,2018-02-21,none,none,10.1,96,102,NA,NA,NA,CVJ,full work-up 3,MF,N,NA,NA
U10603,NA,2018-02-21,none,none,NA,110,115,NA,No weight taken,NA,CVJ,full work-up 3,MF,Y,No weight,NA
U10604,NA,2018-02-21,none,none,13.3,106,111,NA,NA,NA,CVJ,full work-up 3,MF,N,NA,NA
U10605,NA,2018-02-21,none,none,13.6,112,117,NA,NA,NA,CVJ,full work-up 3,MF,N,NA,NA
U10083,NA,2018-02-21,none,none,17.8,109,114,NA,"weight and two isotope samples taken for David by CVJ, rest of dissection by KDB",NA,CVJ,full work-up 3,MF,N,NA,NA
U11322,NA,2018-02-21,none,none,10.6,98,103,NA,Did not have individual SEMSP tag inside of package. Missing. Used process of elimination to ID UFN,NA,KDB,full work-up 3,CVJ,N,NA,NA
U11323,NA,2018-02-21,none,none,10.9,95,101,NA,NA,NA,KDB,full work-up 3,CVJ,N,NA,NA
U11321,NA,2018-02-21,none,none,9.7,89,93,NA,NA,Liver located on the opposite side of stomach then where it is normally.,KDB,full work-up 3,CVJ,N,NA,NA
U10601,NA,2018-02-21,none,none,5.1,71,NA,NA,NA,NA,KDB,full work-up 3,CVJ,N,NA,NA
U10564,NA,2018-02-21,none,none,13.3,92,NA,NA,NA,NA,JG,full work-up 3,KDB,N,NA,NA
U11052,NA,2018-02-02,none,none,13.9,117,123,NA,NA,NA,MF,full work-up 2,KDB,N,NA,NA
U11055,NA,2018-02-02,none,none,20.9,136,142,NA,NA,NA,MF,full work-up 2,KDB,N,NA,NA
U10121,NA,2018-02-23,none,none,7.9,89,94,NA,NA,NA,MF,full work-up 2,KDB,N,NA,NA
U10123,NA,2018-02-23,none,none,11.1,105,NA,NA,No otolith taken,NA,MF,full work-up 2,KDB,N,NA,NA
U10128,NA,2018-02-23,none,none,17.1,114,NA,NA,NA,NA,MF,full work-up 2,KDB,N,NA,NA
U10122,NA,2018-02-23,none,none,7.8,109,NA,NA,NA,NA,MF,full work-up 2,KDB,N,NA,NA
U10124,NA,2018-02-23,none,none,8.7,95,100,NA,NA,NA,MF,full work-up 2,KDB,N,NA,NA
U10112,NA,2018-02-19,none,none,4.2,74,78,NA,Too small to obtain scale smear,NA,JG,full work-up 3,KDB,N,NA,NA
U10111,NA,2018-02-19,none,none,5,75,NA,NA,Too small to obtain scale smear,NA,JG,full work-up 3,KDB,N,NA,NA
U10271,NA,2018-02-19,none,none,5.9,76,80,NA,NA,NA,JG,full work-up 3,KDB,N,NA,NA
U5073,2016-06-09-D07-PI-3,2018-02-21,none,none,13.7,106,111,NA,2016-06-09-D07-PI-3,NA,JG,full work-up 3,KDB,N,NA,NA
U5074,2016-06-09-D07-PI-1,2018-02-21,none,none,8.7,84,88,NA,2016-06-09-D07-PI-1,NA,JG,full work-up 3,KDB,N,NA,NA
U5075,2016-06-09-D07-PI-2,2018-02-21,none,none,9.2,96,100,NA,2016-06-09-D07-PI-2,NA,JG,full work-up 3,KDB,N,NA,NA
U10606,NA,2018-02-21,none,none,13.6,109,115,NA,NA,NA,JG,full work-up 3,KDB,N,NA,NA
U10562,NA,2018-02-21,none,none,13.3,105,NA,NA,NA,NA,JG,full work-up 3,KDB,N,NA,NA
U11281,NA,2018-02-21,none,none,19,NA,NA,NA,Fish left out of -80 for 2 days; begun to decompose. Only took isotope samples. No sea lice data.,NA,JG,irregular work-up,KDB,N,NA,NA
